assetCodeId,assetCodeIdWTFFlogabs,assetCodeIdWTFFsin2
0,42.09148406982422,0.7475802898406982
1,42.080665588378906,0.9886255264282227
2,41.8133430480957,0.02154572121798992
3,43.604209899902344,0.0318387895822525
4,42.27924728393555,0.9665238857269287
5,43.287513732910156,0.05202968418598175
6,43.02259826660156,0.6051851511001587
7,42.30516815185547,0.057948093861341476
8,42.69512939453125,0.5077286958694458
9,43.64943313598633,0.037437885999679565
11,42.66938018798828,0.32548946142196655
12,43.20673751831055,0.14237135648727417
13,43.33190155029297,0.1976461261510849
14,42.00624084472656,0.545423686504364
16,40.9893913269043,0.13471123576164246
18,43.19135284423828,0.1634989082813263
19,42.825172424316406,0.8503007292747498
20,43.239627838134766,0.18116213381290436
21,41.18120574951172,0.8157773017883301
23,42.75198745727539,0.9861531853675842
24,40.14727020263672,0.9239952564239502
25,42.140907287597656,0.6147894859313965
26,42.19207763671875,0.789444625377655
27,43.58048629760742,0.003349166363477707
28,43.43302917480469,0.2769712507724762
29,41.73072052001953,0.24707691371440887
30,42.69912338256836,0.11327000707387924
32,43.49085235595703,0.4080390930175781
33,42.043914794921875,0.7223530411720276
34,43.371665954589844,0.5993866324424744
35,43.413516998291016,0.09473972767591476
36,43.65331268310547,0.3055811822414398
37,43.00908279418945,0.050924140959978104
38,43.24284744262695,0.7934247255325317
39,43.38548278808594,0.975959837436676
41,42.80812072753906,0.823154866695404
43,40.94154357910156,0.07942856848239899
44,41.17173385620117,0.8092949986457825
47,43.328853607177734,0.03781072795391083
48,42.69221115112305,0.25506383180618286
49,43.57238006591797,0.5698666572570801
50,42.258670806884766,0.28129586577415466
51,43.49531555175781,0.5401935577392578
52,41.56984329223633,0.9514152407646179
53,43.216548919677734,2.2836242351331748e-05
54,43.5933837890625,0.35474976897239685
55,43.45648956298828,0.3145846426486969
56,42.35810089111328,0.06711763143539429
57,42.891109466552734,0.3384634852409363
58,40.71635055541992,0.9406505823135376
59,43.40044403076172,0.8003173470497131
60,41.84245681762695,0.4416549801826477
61,41.72958755493164,0.047906938940286636
62,42.257266998291016,0.1574765145778656
63,43.48660659790039,0.8860292434692383
64,42.69142532348633,0.9860923886299133
65,40.962646484375,0.9932364225387573
67,43.25004959106445,0.9764930605888367
68,43.468196868896484,0.4898068904876709
69,43.40302658081055,0.10322094708681107
70,43.34716796875,0.022301185876131058
71,43.35028839111328,0.721686601638794
72,43.631980895996094,0.6551089882850647
73,43.28276443481445,0.4548606872558594
74,43.319610595703125,0.9999794960021973
75,42.35785675048828,0.8563879728317261
76,43.168373107910156,0.3465092182159424
77,43.500858306884766,0.955581545829773
78,43.1966667175293,0.7807024121284485
79,42.5716438293457,1.9784540199907497e-05
80,43.16946029663086,0.9989070296287537
81,43.33720397949219,0.0004174247442279011
82,43.61913299560547,0.2542130947113037
83,42.34421920776367,0.6995106339454651
84,43.172767639160156,0.8641849756240845
85,41.028053283691406,0.7835336923599243
86,42.847896575927734,0.03670067340135574
88,43.44294357299805,0.7939671277999878
89,42.395896911621094,0.9999995827674866
90,43.38529968261719,0.6066775918006897
91,41.58920669555664,0.14785771071910858
92,43.05680465698242,0.17079560458660126
93,42.03254699707031,0.6473963856697083
94,42.78505325317383,0.4442552328109741
95,40.80328369140625,0.5832905173301697
96,43.1624755859375,0.5348690152168274
97,42.6576042175293,0.07045310735702515
100,43.65757751464844,0.016874542459845543
101,43.00453567504883,0.14166668057441711
102,43.267799377441406,0.5990350842475891
103,42.76466369628906,0.975488007068634
106,42.35680389404297,0.9904265999794006
107,43.355369567871094,0.4674263894557953
108,42.48750305175781,0.33886104822158813
110,42.77328109741211,0.416140079498291
111,41.62466049194336,0.1948893964290619
112,42.647640228271484,0.27104589343070984
113,42.65243911743164,0.9397571086883545
114,42.127559661865234,0.9688400030136108
115,43.28657150268555,0.9915117621421814
116,43.07414627075195,0.031718432903289795
117,43.32817077636719,0.7400200963020325
118,43.62147521972656,0.6429021954536438
119,43.57878875732422,0.011425564996898174
120,43.3029899597168,0.7684941291809082
121,42.80820083618164,0.15636639297008514
122,42.676429748535156,0.9423847198486328
124,43.14543151855469,0.49202316999435425
125,43.588382720947266,7.398596153507242e-06
126,42.20186996459961,0.08822369575500488
127,43.13162612915039,0.621669352054596
128,41.516998291015625,0.43643203377723694
129,42.840301513671875,0.18956391513347626
130,42.929847717285156,0.15484130382537842
132,43.44192886352539,0.9165716171264648
133,42.375282287597656,0.8788815140724182
134,43.58213806152344,0.10422311723232269
136,43.62600326538086,0.14223097264766693
137,43.23015594482422,0.02981564961373806
138,43.37587356567383,0.6919636726379395
139,41.30326461791992,0.6005001068115234
140,43.03319549560547,0.26417645812034607
141,41.26337432861328,0.5809862017631531
142,40.766178131103516,0.9731382727622986
143,41.091766357421875,0.025354158133268356
144,43.207672119140625,0.9344682693481445
145,42.962928771972656,0.7734459638595581
146,43.414825439453125,0.008824355900287628
147,42.51840591430664,0.04661909490823746
148,43.4291877746582,0.08888492733240128
149,43.39019012451172,0.807243824005127
150,42.91029739379883,0.05513680726289749
151,42.116981506347656,0.2909182906150818
152,43.59859848022461,0.29612499475479126
153,43.18309020996094,0.990114152431488
154,43.408416748046875,0.09009747207164764
155,43.51192855834961,0.009244324639439583
156,42.62499237060547,0.5009104609489441
157,43.29161834716797,0.5508105754852295
158,43.23903274536133,0.7251429557800293
160,41.621150970458984,0.7483387589454651
161,42.91350555419922,0.9695919156074524
162,42.112972259521484,0.6786705255508423
163,42.508941650390625,0.37802180647850037
164,42.70207977294922,0.5664466619491577
166,43.07052230834961,0.015486572869122028
167,41.7213020324707,0.9591982364654541
168,43.64292526245117,0.9740170240402222
169,43.63715744018555,0.019899625331163406
170,43.35508346557617,0.15815873444080353
172,43.37030792236328,0.9998695254325867
173,43.42869186401367,0.5761228203773499
174,39.55751419067383,0.9942936301231384
176,43.51953125,0.1252478063106537
177,43.52812957763672,0.28062474727630615
178,41.979522705078125,0.8861022591590881
179,42.231834411621094,0.9993733763694763
180,43.53281784057617,0.034604791551828384
181,43.3100471496582,0.9475922584533691
182,43.41839599609375,0.055477041751146317
183,43.313594818115234,0.04040176793932915
184,43.0918083190918,0.6384425163269043
185,43.344669342041016,0.10609257221221924
186,42.78220748901367,0.9256886839866638
188,42.703033447265625,0.0042324429377913475
189,42.60380935668945,0.7770322561264038
190,43.55183792114258,0.18357396125793457
192,43.069583892822266,0.9862455725669861
194,43.40312576293945,0.1709183305501938
195,42.6474723815918,0.5935001969337463
196,43.2938232421875,0.05251261964440346
197,42.637332916259766,0.011109923012554646
198,43.37808609008789,0.827558696269989
201,43.425315856933594,0.23472648859024048
205,43.04374694824219,0.9999874830245972
207,42.932342529296875,0.1356370598077774
208,43.07099914550781,0.8425360321998596
209,42.10050964355469,0.8224635720252991
210,43.58516311645508,0.6406745910644531
211,42.305015563964844,0.006619908846914768
213,38.56117248535156,0.7482061982154846
214,42.76025390625,0.547097384929657
215,43.20556640625,0.8809462785720825
218,43.269447326660156,0.9999207854270935
219,43.64939498901367,0.8921135067939758
220,43.05183029174805,0.9995757937431335
221,42.76314926147461,0.4380406141281128
222,39.49515151977539,0.11226442456245422
223,42.85493850708008,0.07094784080982208
224,43.335540771484375,0.43514806032180786
225,42.04584884643555,0.9868423342704773
226,42.68492126464844,0.05959489196538925
227,42.83537673950195,0.43330147862434387
229,39.383975982666016,0.08290177583694458
230,42.944583892822266,0.804253339767456
231,42.42024612426758,0.8660213947296143
232,42.84257507324219,0.7954038977622986
233,41.62070846557617,0.26695501804351807
234,42.955989837646484,0.4809756278991699
235,43.451622009277344,0.09446024894714355
237,43.23585891723633,0.9486136436462402
238,43.219696044921875,0.10298007726669312
239,42.45572280883789,0.5828901529312134
241,41.196075439453125,0.11983602494001389
243,42.34319305419922,0.6684836149215698
244,41.99037170410156,0.019739674404263496
